failure_scenario,variant,fanout,metric,n,mean,median,std,Q1,Q3,IQR,min,max,CI_low,CI_high,bounded_effect_note
F5,V5,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F5,V5,2,RAF,10,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F5,V5,2,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F5,V5,2,RRR,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F5,V5,2,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F5,V5,2,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F5,V5,5,RAF,10,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F5,V5,5,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F5,V5,5,RRR,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F5,V5,5,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F5,V5,5,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V0,10,RAF,10,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V0,10,DAF,10,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V0,10,RRR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V0,10,DER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V0,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V0,2,RAF,10,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V0,2,DAF,10,1.99912,2.0,0.002782804340948148,2.0,2.0,0.0,1.9912,2.0,1.9973952,2.0008448,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V0,2,RRR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V0,2,DER,10,0.99954,1.0,0.0014546477236774698,1.0,1.0,0.0,0.9954,1.0,0.9986383999999999,1.0004416,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V0,2,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V0,5,RAF,10,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V0,5,DAF,10,4.99784,5.0,0.00683051974596379,5.0,5.0,0.0,4.9784,5.0,4.9936064,5.0020736,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V0,5,RRR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V0,5,DER,10,0.9995799999999999,1.0,0.0013281566172707135,1.0,1.0,0.0,0.9958,1.0,0.9987567999999999,1.0004031999999998,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V0,5,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V1,10,RAF,10,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V1,10,DAF,10,9.39284,9.394200000000001,0.04113363587138899,9.3721,9.4168,0.04470000000000063,9.3216,9.4739,9.367345108351671,9.418334891648328,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V1,10,RRR,10,0.9325377777777778,0.9326888888888889,0.004570403985709856,0.9302333333333334,0.9352,0.004966666666666675,0.9246222222222222,0.9415444444444444,0.9297050120390746,0.935370543516481,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V1,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V1,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V1,2,RAF,10,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V1,2,DAF,10,1.64308,1.64245,0.007685021506512217,1.6365,1.6468,0.010299999999999976,1.6331,1.6574,1.6383167743217204,1.6478432256782798,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V1,2,RRR,10,0.6430800000000001,0.64245,0.007685021506512236,0.6365,0.6468,0.010300000000000087,0.6331,0.6574,0.6383167743217205,0.6478432256782797,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V1,2,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V1,2,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V1,5,RAF,10,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V1,5,DAF,10,4.335100000000001,4.33275,0.02117844816474203,4.3253,4.3384,0.013099999999999667,4.3,4.38,4.321973461832354,4.348226538167647,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V1,5,RRR,10,0.8337749999999999,0.8331875,0.005294612041185515,0.831325,0.8346,0.003275000000000028,0.825,0.845,0.8304933654580885,0.8370566345419114,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V1,5,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V1,5,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V2,10,RAF,10,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V2,10,DAF,10,0.9981300000000001,1.0,0.005604373292349478,1.0,1.0,0.0,0.9822,1.0,0.9946563734455184,1.0016036265544817,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V2,10,RRR,10,0.7766222222222223,0.7811888888888889,0.024065603638048407,0.7748222222222222,0.7899111111111111,0.01508888888888893,0.7189,0.8084111111111111,0.7617062065526611,0.7915382378917836,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V2,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V2,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V2,2,RAF,10,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V2,2,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V2,2,RRR,10,0.25341,0.2531,0.008018928994711341,0.2508,0.2591,0.008299999999999974,0.2401,0.2686,0.2484398163163834,0.25838018368361665,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V2,2,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V2,2,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V2,5,RAF,10,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V2,5,DAF,10,0.99946,1.0,0.0011539304812489956,1.0,1.0,0.0,0.9969,1.0,0.9987447864778808,1.0001752135221194,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V2,5,RRR,10,0.5350625,0.536525,0.014592369819342036,0.5203,0.545025,0.024724999999999997,0.518,0.5636,0.5260180554826304,0.5441069445173696,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V2,5,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V2,5,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V3,10,RAF,10,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V3,10,DAF,10,9.385100000000001,9.3844,0.026338438323737633,9.3626,9.4019,0.039299999999999,9.3481,9.4402,9.368775266797485,9.401424733202518,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V3,10,RRR,10,0.9316777777777778,0.9316,0.0029264931470819556,0.9291777777777778,0.9335444444444444,0.00436666666666663,0.9275666666666667,0.9378,0.9298639185330538,0.9334916370225018,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V3,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V3,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V3,2,RAF,10,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V3,2,DAF,10,1.64386,1.6438000000000001,0.007065282883382807,1.6404,1.6467,0.006299999999999972,1.6331,1.6547,1.6394808922999213,1.6482391077000789,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V3,2,RRR,10,0.64386,0.6437999999999999,0.007065282883382816,0.6404,0.6467,0.006300000000000083,0.6331,0.6547,0.6394808922999212,0.6482391077000788,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V3,2,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V3,2,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V3,5,RAF,10,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V3,5,DAF,10,4.32577,4.31955,0.017303567390698424,4.3151,4.332,0.016899999999999693,4.3061,4.3547,4.315045137818239,4.336494862181762,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V3,5,RRR,10,0.8314425,0.8298875,0.004325891847674619,0.828775,0.833,0.004224999999999923,0.826525,0.838675,0.8287612844545597,0.8341237155454403,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V3,5,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V3,5,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V4,10,RAF,10,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V4,10,DAF,10,0.99656,1.0,0.008498784226778154,1.0,1.0,0.0,0.9734,1.0,0.9912923989622093,1.0018276010377907,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V4,10,RRR,10,0.7550366666666667,0.7642333333333333,0.02545513714083487,0.7601,0.7705555555555555,0.010455555555555551,0.7020666666666666,0.7752888888888889,0.7392594092093377,0.7708139241239956,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V4,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V4,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V4,2,RAF,10,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V4,2,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V4,2,RRR,10,0.23384999999999997,0.23620000000000002,0.01456733408082008,0.232,0.2405,0.00849999999999998,0.1966,0.2488,0.22482107279413055,0.2428789272058694,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V4,2,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V4,2,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V4,5,RAF,10,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V4,5,DAF,10,0.99969,1.0,0.0009803060746521948,1.0,1.0,0.0,0.9969,1.0,0.9990823999999999,1.0002976,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V4,5,RRR,10,0.5121300000000001,0.5147625,0.01228506772015886,0.499675,0.52,0.020325000000000037,0.490075,0.5301,0.5045156361397978,0.5197443638602024,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V4,5,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V4,5,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V5,10,RAF,10,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V5,10,DAF,10,0.99976,1.0,0.0007589466384403977,1.0,1.0,0.0,0.9976,1.0,0.9992896,1.0002304,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V5,10,RRR,10,0.7668222222222222,0.7685444444444445,0.010277538202079273,0.7628333333333334,0.7744222222222222,0.01158888888888887,0.7434222222222222,0.7784222222222222,0.7604521380484616,0.7731923063959828,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V5,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V5,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V5,2,RAF,10,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V5,2,DAF,10,0.99864,1.0,0.004300697617828979,1.0,1.0,0.0,0.9864,1.0,0.9959744,1.0013056,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V5,2,RRR,10,0.23573,0.23455,0.010338498708978768,0.2289,0.2438,0.014899999999999997,0.2191,0.2534,0.22932213211261168,0.2421378678873883,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V5,2,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V5,2,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V5,5,RAF,10,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V5,5,DAF,10,0.9995799999999999,1.0,0.0013281566172707135,1.0,1.0,0.0,0.9958,1.0,0.9987567999999999,1.0004031999999998,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V5,5,RRR,10,0.512565,0.513,0.011523419390287094,0.5083,0.521425,0.013125000000000053,0.489425,0.5304,0.5054227106654955,0.5197072893345046,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V5,5,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
F6,V5,5,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAF increases while DAF/DER indicate whether downstream effects remained bounded
